item,itemLabel,startDate,endDate
Q2616671,Pavle Bulatović,1991-02-15,1992-08-01
,Nikola Pejaković,1992-08-01,1995-05-17
Q57542,Filip Vujanović,1995-05-17,1998-02-05
,Vukašin Maraš,1998-02-05,2001-07-02
"",Andrija Jovićević,2001-07-02,2003-01-08
,Milan Filipović,2003-01-08,2003-12-18
Q5304918,Dragan Đurović,2003-12-18,2005-10-25
,Jusuf Kalamperović,2005-10-25,2009-06-10
Q12752123,Ivan Brajović,2009-06-10,2012-12-04
Q80850839,Raško Konjević,2012-12-04,2016-05-12
Q79642142,Goran Danilović,2016-05-12,2016-11-28
Q99429812,Mevludin Nuhodžić,2016-11-28,2020-12-04
Q103824558,Sergej Sekulović,2020-12-04,2022-04-28
,Filip Adžić,2022-04-28,
